,cluster,rank,cohort,best_time,xp,achievement_rating,TL_games_played,TL_games_won,TL_play_time,num_records,time_played,final_time_avg,pps_avg,inputs_avg,score_avg,pieces_placed_avg,singles_avg,doubles_avg,triples_avg,quads_avg,all_clears_avg,finesse_faults_avg,finesse_perf_avg,percent_perf_avg,kpp_avg,kps_avg,final_time_pb,pps_pb,inputs_pb,score_pb,pieces_placed_pb,singles_pb,doubles_pb,triples_pb,quads_pb,all_clears_pb,finesse_faults_pb,finesse_perf_pb,percent_perf_pb,kpp_pb,kps_pb
40,40,95041.93167924674,36.16532261591029,36166.16009926005,102415.88851972145,2.402345244258413,140.07450573674254,53.888270133488085,30190.142167071823,5.096149129937613,37963842.08536155,39356.790657859856,0.07951614942757491,60.890597796858565,783.5961124292747,5.208434649513373,5.4281094734852395,1.522931666377183,0.9143771548950109,1.347104527345222,0.04976645379520993,55.67756713346055,6.216991535458973,0.05435658477843401,0.5201339879230945,0.6370961454323635,36067.36490972072,0.08931647785785012,58.909757278329806,935.1995553202889,4.868671258840349,6.707031224002575,2.1315154208773373,1.275405858417982,1.6909092197694988,0.08114737582164103,52.81393943669999,5.7862148365985675,0.05263565756433912,0.5253722561980366,0.686127361415311
41,41,80007.1948644835,34.482182302697574,34479.15536980824,141814.23793382288,2.87335799229712,149.54048752542468,57.41668522896371,39858.49319987868,6.444579894781079,34885512.455092,39290.284669042274,0.0656415597168698,42.89834141830713,725.1787993317174,4.601329421081553,5.421083120559289,1.3265302328374002,0.8970232033294973,1.2169968951024521,0.03368435992860047,33.909222572959635,9.553796549251572,0.08448314086335572,0.34889813085085414,0.29910554827014085,34403.24705384761,0.07467400884649143,36.91197235790058,807.3027935371296,4.2163863067565615,6.671947109536444,1.953230011723991,1.2554112360111447,1.4888549896661787,0.058128764598055216,27.734696512439836,8.552861236193458,0.07595797337003311,0.325977739598953,0.32085639423460693
42,42,77776.90695732189,38.161964437269496,38158.246678533105,100620.77457892765,2.205999160311598,119.90627623055639,46.60567346550159,28495.22655328261,3.4019158744768787,35928998.89398445,40644.99541064944,0.07281378811443183,55.48313356941165,546.2766148025264,5.280047426141443,4.298742547334255,1.3976361504407735,0.9062804456068545,0.8337878532726923,0.03899957494538462,49.520133765425996,8.293379274859031,0.07225013311042575,0.46025430595723077,0.4691582364643648,38110.995366311916,0.07886833201770542,54.15235996237394,595.6762572409267,5.018578898478148,4.874614227572943,1.5657712076789687,1.111118197448338,0.937703750498953,0.06419200409097815,46.19807529496451,7.374373398635611,0.06590913999262565,0.4634156725067196,0.4989866819307128
43,43,66472.48453006701,35.90662337695487,35906.80611815819,90400.887186094,1.871336150359157,121.86707114983898,46.66878295170685,27529.524987945013,3.7843915009618385,35367237.894437075,38337.769035905265,0.060470170506412284,54.36603849891665,916.2755852595961,5.0423292526833015,6.439755982601618,1.2508444527788387,1.0279178999987715,1.590151544494816,0.04676307966764413,47.722244494887114,8.241764064614891,0.07165808717651768,0.44670330441816836,0.39920189385168986,35848.51076502811,0.0694479669434942,50.97812631065019,1064.4778083961276,4.542253977459005,7.714161279951256,1.5444798881145716,1.350411178771341,1.925726757423261,0.07829621668706416,43.53588762683687,7.131862580231498,0.06434731986973712,0.44021515404026773,0.4387531160163378
44,44,71940.02140686037,38.19192977509873,38194.27686048893,133051.13646975494,3.139237646595425,141.28099178508668,57.610042128415905,37058.15883705126,2.7708289811596614,36912832.25068048,39668.242232384604,0.07845731425519716,47.44520987350404,1079.6746007508882,5.636416920437228,7.200915149534099,1.593172556122821,1.1611403048327948,1.6813703008793468,0.026080135698852435,40.38526734838252,10.979466471626177,0.08832647873358072,0.3878342198570144,0.39829578216085665,38201.003886048464,0.08520445016634057,46.12289805970406,1204.078398303354,5.489770772796762,8.061489715485502,1.8732595675342436,1.3585657566301006,1.9202137031242288,0.025518974203716124,35.724880317229925,9.947479725017809,0.0764519990213459,0.36120065622366826,0.4228771280476435
45,45,72809.14332504391,46.82755285522512,46829.46736330423,99231.84720446213,2.583199192538234,107.93240049367037,42.440618026450714,26659.3260895711,2.792781378852237,38570787.54892362,47434.443714348905,0.07702522814767622,106.64766342094259,873.084556570014,7.372565534282051,6.21368387817381,1.8812087443329093,1.120715828866724,1.4137338572666094,0.04246585959322037,95.46311504124532,7.851833686514336,0.06683097938902707,0.9555739820001535,0.7286598170067687,46874.87595550348,0.0851364567718337,119.61561740896337,955.2997953518815,8.44244352561354,6.944255872269456,2.2517622140165368,1.3165836076430173,1.600378744917017,0.05646568140296688,93.90134346557818,6.751587970999937,0.05768200697396788,1.0759092587209336,0.8115095300274591
46,46,44857.89985762238,36.77721212748187,36777.03334417949,91024.03688618496,2.1696850392209504,107.02510509787407,40.44289000053685,26604.659933865394,3.4547312695468673,35869183.42402389,42005.019779682334,0.047783653525919415,52.23774069022231,734.0249780389148,5.01038693293989,5.557091371698353,1.4417576497774984,0.9949494468012795,1.214171536401625,0.03360093309396001,48.4216012914499,11.488304489526124,0.10028678209912346,0.43003070994682074,0.2853753616646485,36766.799071095564,0.055845042510021675,46.880966022256,810.7381259904562,4.344964444702982,6.498894681371454,1.9192762046929388,1.2723641251397162,1.4448450235457808,0.06542119262329668,38.30797037929478,8.09990964372569,0.0726159107565265,0.4128968062624086,0.3129690149481106
47,47,54621.92502379665,41.817985046726825,41815.254533880565,108683.94254912835,2.140343820122598,125.34040602673895,49.7500205981274,29264.65577919926,1.9192850686469372,38103822.583882995,44069.17131623378,0.07789845419120309,61.040752280632276,921.4639021612012,6.027815037444917,6.556433791927731,1.858373361413934,1.1653486120920724,1.4417146562540673,0.035228719845838724,59.47516445591908,9.02522558219844,0.0742890314631819,0.5004972759003301,0.5148745961430975,41831.861639623174,0.08280786974556359,61.300930461654424,1003.937592380503,6.282850012190376,7.155704302428176,2.1306368607348216,1.3197705723814879,1.594114316549067,0.043534454286212734,55.97213078022275,7.538309190812108,0.059818186274291585,0.490276573669573,0.5384812566474338
48,48,34584.77194681924,35.35304309694151,35348.026142757524,106061.10783944916,2.313155341953042,123.51380063377934,43.45513485093431,30829.04803695943,1.7992736252279977,37583349.856974415,38650.92963383712,0.0584538388471659,52.68074436094093,855.707818640029,5.812143939985552,6.380201411733085,1.8138566385341348,1.1661987748996496,1.307207587178356,0.031049246961736818,51.269521044737374,11.33625426990388,0.09375784269698206,0.43266957608755935,0.3307577787835356,35372.844155767685,0.06148840858759418,51.83769356581014,928.1462776127258,5.810329371669545,7.002410376589541,2.052182545733317,1.3124210109134702,1.4426750110713515,0.03569366675819091,43.81401411093078,9.013459455140815,0.06950391480167897,0.4117269735692475,0.3440074631192306
49,49,73291.00403454565,47.99435031277942,47990.00626289856,135452.80106840577,2.5360212554783566,106.14852120633756,46.93364726067597,38889.15431051804,5.2441501521072045,38586146.61405844,53019.55782979405,0.07732820470605041,115.16608793090086,1032.3074270147554,6.312930421740035,6.283666632555389,1.9227111510845676,1.0087087751024717,1.6751251150629551,0.06890684160071668,24.855098401091738,8.910911730327566,0.06494083007992899,0.940025042046954,0.5850242984325101,48065.691055443014,0.08373321310482852,111.7027049694587,1149.8694453259568,6.639295202886676,7.1580369311312575,2.3568924654557764,1.2359668990883534,1.8809731953396935,0.093765117387232,17.021679231341473,7.940421947955935,0.052029921068161185,0.9359458477008872,0.6333864364818758
